,Unnamed: 0,zpid,rentZestimate,zestimate,livingArea,bathrooms,bedrooms,yearBuilt,address,city,state,zip,latitude,longitude,square_footage,price_y,census_county_name,beds,baths_full,year_built,propertyTaxRate,pricePerSquareFoot,propertyTypeDimension,taxAnnualAmount,dateSold,pageViewCount,hasAttachedProperty,poolFeatures,flooring,hasGarage,parking,hasWaterfrontView,lotSize,appliances,communityFeatures,propertyCondition,sch_rating_avg,sch_cnt,sch_dist_avg,Individuals_taxed,Income_per_return,Cap_gain,Pension,UE_claims,Social_security,SB_income,Student_loan_ded,RE_taxes,PP_taxes,Child_credit,Earned_Inc_credit,NOI,Expenses,cap_rate,total_appliances,total_community_feat,sch_rating_zip_avg,sch_parentrating_zip_avg,sch_public_no,sch_charter_no,sch_private_no
2483,3623,2069603177,1800.0,329400.0,1344.0,2.0,2.0,1971.0,1521 Walnut Ridge,Ellijay,Georgia,30536,34.702309,-84.404259,1344,400000,"Gilmer, GA",2,2.0,1971.0,0.52,260.0,Single Family,1712.88,11/1/21,2351.0,False,,"['Hardwood', 'Tile']",False,3.0,True,0.46 Acres,['Dishwasher'],"['Pool', 'Tennis Court(s)']",Resale,5.666666666666667,5.0,6.2,6680.0,62.03591954,11.8031746,30.77444444,1.716666667,15.58117647,47.19545455,1.153333333,3.415384615,0.75,1.901388889,2.662711864,21600.0,6032.88,0.0389177999999999,1.0,2.0,7.0,4.333333333333333,1.0,0.0,2.0
2484,3624,228838871,1674.0,326000.0,816.0,1.0,2.0,1995.0,79 Maxwell Lane,Blue Ridge,Georgia,30513,34.821421,-84.376883,816,469000,"Gilmer, GA",2,1.0,1995.0,0.52,395.0,Single Family,1695.2,9/1/22,40.0,False,,['Hardwood'],False,0.0,,1.85 Acres,"['Electric Water Heater', 'Dryer', 'Washer', 'Microwave', 'Oven/Range (Combo)', 'Refrigerator']",['Lake'],Resale,5.666666666666667,5.0,12.466666666666669,9860.0,63.6247619,18.04375,30.29558824,2.225,15.4627907,60.6825,1.0125,3.147727273,0.5,1.812621359,2.458878505,20088.0,5712.8,0.0306507462686567,6.0,1.0,5.5,4.5,4.0,0.0,9.0
2485,3625,228825422,2300.0,390913.0,2440.0,3.0,3.0,1990.0,75 Farley Court,Ellijay,Georgia,30540,34.676758,-84.549515,2440,449944,"Gilmer, GA",3,2.0,1990.0,0.52,164.0,Single Family,2032.7476,,60.0,False,,"['Wood', 'Carpet', 'Vinyl']",False,0.0,,3.97 Acres,"['Refrigerator', 'Range', 'Microwave', 'Dishwasher']",,,5.666666666666667,4.0,4.433333333333334,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,27600.0,7552.747600000001,0.044554994399303,4.0,,5.75,3.888888888888889,5.0,0.0,7.0
2486,3626,105264285,2100.0,372600.0,1992.0,3.0,3.0,2014.0,91 Sunrise Lane,Ellijay,Georgia,30540,34.620689,-84.544457,1998,424900,"Gilmer, GA",3,3.0,2014.0,0.52,186.0,Single Family,1937.52,9/16/22,64.0,False,,"['Wood', 'Tile']",False,0.0,,1.34 Acres,['Dishwasher'],,,5.666666666666667,5.0,4.9,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,25200.0,6977.52,0.0428865144739938,1.0,,5.75,3.888888888888889,5.0,0.0,7.0
2487,3627,105262506,1996.0,547300.0,1596.0,2.0,3.0,1999.0,479 Little Mountaintown Trail,Ellijay,Georgia,30540,34.756641,-84.546547,1596,550000,"Gilmer, GA",3,2.0,1999.0,0.52,313.0,Single Family,2845.96,5/2/22,12.0,False,['None'],['Hardwood'],True,2.0,,2.96 Acres,"['Dryer', 'Gas Oven', 'Microwave', 'Refrigerator', 'Washer']",['None'],Resale,5.666666666666667,4.0,7.333333333333333,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,23952.0,7636.360000000001,0.0296647999999999,5.0,1.0,5.75,3.888888888888889,5.0,0.0,7.0
2488,3628,105268549,2400.0,472500.0,2520.0,3.0,4.0,2003.0,192 Etowah Drive,Ellijay,Georgia,30540,34.765743,-84.440987,1568,439900,"Gilmer, GA",4,3.0,2003.0,0.52,172.0,Single Family,2457.0,5/5/22,27.0,False,,"['Hardwood', 'Carpet']",True,2.0,,0.69 Acres,"['Dishwasher', 'Microwave', 'Oven/Range (Combo)', 'Refrigerator']",['Golf'],Resale,5.666666666666667,5.0,7.566666666666667,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,28800.0,8217.0,0.0467901795862696,4.0,1.0,5.75,3.888888888888889,5.0,0.0,7.0
2489,3629,228826989,2995.0,538400.0,2798.0,4.0,3.0,2016.0,16 Statler Court,Ellijay,Georgia,30540,34.647083,-84.522565,2408,465000,"Gilmer, GA",3,3.0,2016.0,0.52,175.0,Single Family,2799.68,4/27/22,4.0,False,,"['Tile', 'Carpet', 'Other']",True,0.0,,0.94 Acres,"['Dishwasher', 'Oven/Range (Combo)', 'Refrigerator']","['Gated', 'Park', 'Fitness Center', 'Playground', 'Pool', 'Tennis Court(s)']",Resale,5.666666666666667,5.0,3.233333333333333,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,35940.0,9987.68,0.055811440860215,3.0,6.0,5.75,3.888888888888889,5.0,0.0,7.0
2490,3630,228840037,2385.0,489600.0,2400.0,2.0,2.0,1987.0,427 Pettit Ridge Road,Ellijay,Georgia,30536,34.671127,-84.391306,1750,500000,"Gilmer, GA",2,2.0,1987.0,0.52,204.0,Single Family,2545.92,,606.0,False,,['Tile'],False,0.0,,11.04 Acres,,,,5.666666666666667,5.0,6.3,6680.0,62.03591954,11.8031746,30.77444444,1.716666667,15.58117647,47.19545455,1.153333333,3.415384615,0.75,1.901388889,2.662711864,28620.0,8269.92,0.04070016,,,7.0,4.333333333333333,1.0,0.0,2.0
2491,3631,105256706,2600.0,408829.0,2820.0,2.0,3.43,2008.0,355 Scrougetown Road,Ellijay,Georgia,30536,34.683259,-84.38335,1410,525000,"Gilmer, GA",5,2.0,2008.0,0.52,82.0,Single Family,2125.9108,,20.0,False,,['Hardwood'],False,0.0,,3 Acres,,,,5.666666666666667,5.0,6.866666666666667,6680.0,62.03591954,11.8031746,30.77444444,1.716666667,15.58117647,47.19545455,1.153333333,3.415384615,0.75,1.901388889,2.662711864,31200.0,8365.9108,0.0434935032380952,,,7.0,4.333333333333333,1.0,0.0,2.0
2492,3632,105267317,2999.0,472535.02,2881.0,4.0,4.0,1973.0,205 Orchard Drive,East Ellijay,Georgia,30540,34.686051,-84.466963,2177,539900,"Gilmer, GA",4,3.0,1973.0,0.52,158.0,Single Family,2457.182104,11/4/21,8.0,False,['None'],"['Carpet', 'Vinyl']",True,2.0,,0.80 Acres,"['Dishwasher', 'Electric Oven', 'Microwave', 'Refrigerator']",['None'],Resale,5.666666666666667,5.0,2.9333333333333336,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,35988.0,9654.782104,0.0487742505945545,4.0,1.0,5.75,3.888888888888889,5.0,0.0,7.0
2493,3633,105256359,1637.0,361800.0,900.0,1.0,2.0,1960.0,11 Hill Street,East Ellijay,Georgia,30540,34.683807,-84.476555,900,499000,"Gilmer, GA",2,2.0,1960.0,0.52,156.0,Single Family,1881.36,8/6/21,1051.0,False,,['Wood Laminate'],False,0.0,,"10,454 sqft","['Washer', 'Dryer']",,,5.666666666666667,5.0,2.433333333333333,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,19644.0,5810.16,0.027723126252505,2.0,,5.75,3.888888888888889,5.0,0.0,7.0
2494,3634,228826815,2350.0,495200.0,2240.0,3.0,3.0,2022.0,86 Tara Lane,Ellijay,Georgia,30540,34.643007,-84.520211,2240,550000,"Gilmer, GA",3,3.0,2022.0,0.52,214.0,Single Family,2575.04,8/5/22,17.0,False,,['Other'],False,3.0,,0.50 Acres,"['Electric Water Heater', 'Dishwasher', 'Microwave', 'Oven/Range (Combo)', 'Refrigerator', 'Stainless Steel Appliance(s)']","['Clubhouse', 'Gated', 'Park', 'Fitness Center', 'Playground', 'Tennis Court(s)']",New Construction,5.666666666666667,5.0,3.1333333333333333,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,28200.0,8215.04,0.0363362909090909,6.0,6.0,5.75,3.888888888888889,5.0,0.0,7.0
2495,3635,228844128,1995.0,560800.0,1564.0,3.0,2.0,2007.0,38 Pond Path,Ellijay,Georgia,30536,34.644716,-84.283696,1564,524900,"Gilmer, GA",2,2.0,2007.0,0.52,331.0,Single Family,2916.16,5/16/22,13.0,False,,"['Hardwood', 'Tile', 'Carpet']",True,0.0,,2.02 Acres,"['Tankless Water Heater', 'Dryer', 'Washer', 'Dishwasher', 'Microwave', 'Oven/Range (Combo)', 'Refrigerator', 'Stainless Steel Appliance(s)']",['Gated'],Resale,5.666666666666667,5.0,12.666666666666666,6680.0,62.03591954,11.8031746,30.77444444,1.716666667,15.58117647,47.19545455,1.153333333,3.415384615,0.75,1.901388889,2.662711864,23940.0,7704.16,0.0309313012002286,8.0,1.0,7.0,4.333333333333333,1.0,0.0,2.0
2496,3636,105266638,1900.0,305216.0,1264.0,2.0,3.04,1986.0,320 Robs Road,Talking Rock,Georgia,30175,34.583142,-84.507043,1152,375000,"Gilmer, GA",3,2.0,1986.0,0.52,25.0,Manufactured,1587.1232,,3.0,False,,,False,0.0,,1 Acres,,,,5.666666666666667,5.0,5.2,5500.0,56.7029304,13.54827586,26.26538462,2.45,15.32978723,59.2125,1.184615385,3.088235294,0.35,1.990277778,2.698245614,22800.0,6147.1232,0.0444076714666666,,,,,,,
2497,3637,105261453,3093.0,528700.0,1352.0,2.0,2.0,1999.0,155 Greely Drive,Ellijay,Georgia,30540,34.661688,-84.562979,676,599000,"Gilmer, GA",2,1.0,1999.0,0.52,388.0,Single Family,2749.24,9/16/22,126.0,False,,['Concrete Slab'],False,0.0,True,2.07 Acres,"['Refrigerator', 'Range', 'Microwave', 'Dishwasher', 'Washer', 'Dryer']",,,5.666666666666667,5.0,5.2,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,37116.0,10172.44,0.0449809015025041,6.0,,5.75,3.888888888888889,5.0,0.0,7.0
2498,3638,228819990,2094.0,332200.0,1950.0,1.0,2.0,2013.0,167 Hummingbird Lane,Ellijay,Georgia,30540,34.693813,-84.559828,1950,465000,"Gilmer, GA",2,1.0,2013.0,0.52,223.0,Single Family,1727.44,6/17/22,7.0,False,,"['Hardwood', 'Tile']",False,0.0,True,3.12 Acres,"['Electric Water Heater', 'Dishwasher', 'Oven/Range (Combo)', 'Refrigerator', 'Stainless Steel Appliance(s)']","['Gated', 'Lake']",Resale,5.666666666666667,4.0,5.366666666666666,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,25128.0,6753.040000000001,0.0395160430107526,5.0,2.0,5.75,3.888888888888889,5.0,0.0,7.0
2499,3639,105269150,2049.0,564700.0,2138.0,2.0,3.0,1997.0,19 Mccrary Court,Ellijay,Georgia,30536,34.71099,-84.428065,2138,530000,"Gilmer, GA",3,2.0,1997.0,0.52,248.0,Single Family,2936.44,6/15/22,7.0,False,,"['Tile', 'Laminate']",True,2.0,True,4.90 Acres,"['Dishwasher', 'Oven/Range (Combo)', 'Refrigerator']",['None'],Resale,5.666666666666667,5.0,5.366666666666667,6680.0,62.03591954,11.8031746,30.77444444,1.716666667,15.58117647,47.19545455,1.153333333,3.415384615,0.75,1.901388889,2.662711864,24588.0,7854.040000000001,0.0315735094339622,3.0,1.0,7.0,4.333333333333333,1.0,0.0,2.0
2500,3640,2076754483,1651.0,333705.47,0.0,2.0,2.0,2021.0,245 Lucille Avenue,Ellijay,Georgia,30540,34.699021,-84.490178,1064,329500,"Gilmer, GA",2,2.0,2021.0,0.52,,Single Family,1735.268444,6/10/22,14.0,False,,['Sustainable'],False,2.0,,0.50 Acres,"['Electric Water Heater', 'Dryer', 'Washer', 'Dishwasher', 'Microwave', 'Refrigerator']",['None'],Resale,5.666666666666667,5.0,2.8000000000000003,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,19812.0,5697.668444,0.0428356041153262,6.0,1.0,5.75,3.888888888888889,5.0,0.0,7.0
2501,3641,2065521285,1803.95,418479.46,992.0,2.0,2.0,1998.0,20 Dean Court #376,Cherry Log,Georgia,30522,34.78001,-84.391559,992,499777,"Gilmer, GA",2,1.0,1998.0,0.52,428.0,Single Family,2176.0931920000003,7/8/22,3.0,False,['Pool/Spa Combo'],['Wood'],False,0.0,,1.35 Acres,"['Dryer', 'Washer', 'Dishwasher', 'Ice Maker', 'Microwave', 'Refrigerator']",['None'],Resale,5.666666666666667,5.0,12.033333333333331,970.0,71.51666667,6.916666667,31.46315789,0.0,17.45294118,24.675,1.0,2.666666667,0.4,1.785714286,1.983333333,21647.4,6505.573192000001,0.0302971661521038,6.0,1.0,,,,,
2502,3644,2080949481,1500.0,418883.27,992.0,2.0,2.0,1998.0,20 Dean Court,Cherry Log,Georgia,30522,34.78001,-84.391559,992,499777,"Gilmer, GA",2,4.0,1998.0,0.52,428.0,Single Family,2178.193004,7/8/22,4.0,False,,['Wood'],False,0.0,,1.35 Acres,"['Refrigerator', 'Microwave', 'Dishwasher', 'Washer', 'Dryer']",,,5.666666666666667,5.0,12.033333333333331,970.0,71.51666667,6.916666667,31.46315789,0.0,17.45294118,24.675,1.0,2.666666667,0.4,1.785714286,1.983333333,18000.0,5778.193004000001,0.0244545207082358,5.0,,,,,,
2503,3647,105260757,3789.0,711500.0,3732.0,3.0,4.0,1998.0,246 S Twin Oaks Drive,Ellijay,Georgia,30540,34.589066,-84.609528,2732,650000,"Gilmer, GA",4,3.0,1998.0,0.52,174.0,Single Family,3699.8,4/29/22,3.0,False,,"['Hardwood', 'Carpet']",False,0.0,True,5.57 Acres,"['Dishwasher', 'Oven/Range (Combo)', 'Refrigerator']",['None'],Resale,5.666666666666667,5.0,9.133333333333336,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,45468.0,12793.4,0.0502686153846153,3.0,1.0,5.75,3.888888888888889,5.0,0.0,7.0
2504,3648,105258942,1684.0,313000.0,1158.0,2.0,3.0,1980.0,109 John Waters Road,Cherry Log,Georgia,30522,34.822442,-84.412257,1158,599900,"Gilmer, GA",3,2.0,1980.0,0.52,259.0,Single Family,1627.6,7/18/22,9.0,False,,"['Wood', 'Carpet', 'Vinyl']",True,0.0,True,2.81 Acres,"['Refrigerator', 'Range', 'Dishwasher', 'Washer', 'Dryer']",,,5.666666666666667,5.0,11.433333333333332,970.0,71.51666667,6.916666667,31.46315789,0.0,17.45294118,24.675,1.0,2.666666667,0.4,1.785714286,1.983333333,20208.0,5669.200000000001,0.0242353725620936,5.0,,,,,,
2505,3649,2069595597,2131.46,354398.24,2316.0,2.0,3.0,1997.0,72 Focal Court,Ellijay,Georgia,30540,34.644016,-84.578621,1836,449999,"Gilmer, GA",3,2.0,1997.0,0.52,151.0,Single Family,1842.870848,,3097.0,False,,"['Wood', 'Carpet', 'Tile', 'See Remarks']",True,0.0,,1.56 Acres,"['Refrigerator', 'Range', 'Microwave', 'Dishwasher', 'Disposal']",,,5.666666666666667,5.0,6.233333333333333,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,25577.52,6958.374848000001,0.0413759700621556,5.0,,5.75,3.888888888888889,5.0,0.0,7.0
2506,3650,105265776,2999.0,499800.0,3776.0,4.0,3.0,1984.0,880 Riverview Drive,Ellijay,Georgia,30540,34.667095,-84.509964,1984,449900,"Gilmer, GA",3,3.0,1984.0,0.52,118.0,Single Family,2598.96,5/13/22,4.0,False,,"['Concrete Slab', 'Carpet']",True,0.0,,1 Acres,"['Refrigerator', 'Range', 'Cooktop', 'Oven', 'Dishwasher', 'Disposal', 'Washer', 'Dryer', 'Trash Compactor']",,,5.666666666666667,5.0,2.2,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,35988.0,9796.56,0.0582161369193154,9.0,,5.75,3.888888888888889,5.0,0.0,7.0
2507,3651,105268126,3200.0,464500.0,4660.0,5.0,5.0,2002.0,194 Alpine Farm Road,Talking Rock,Georgia,30175,34.592675,-84.474333,4660,475000,"Gilmer, GA",5,4.0,2002.0,0.52,97.0,Single Family,2415.4,8/8/22,5.0,False,['None'],['Hardwood'],True,2.0,,5.75 Acres,"['Dishwasher', 'Electric Range', 'Range Hood']",['None'],Resale,5.666666666666667,5.0,4.266666666666667,5500.0,56.7029304,13.54827586,26.26538462,2.45,15.32978723,59.2125,1.184615385,3.088235294,0.35,1.990277778,2.698245614,38400.0,10095.4,0.0595886315789473,3.0,1.0,,,,,
2508,3652,228835636,2350.0,433400.0,2486.0,2.0,2.0,2005.0,67 Chicasaw Drive,Ellijay,Georgia,30540,34.768433,-84.4339,2486,419000,"Gilmer, GA",2,3.0,2005.0,0.52,161.0,Single Family,2253.68,5/17/22,16.0,False,,"['Wood', 'Carpet']",False,0.0,,0.95 Acres,"['Refrigerator', 'Range', 'Cooktop', 'Microwave', 'Dishwasher', 'Disposal', 'Washer', 'Dryer']",,,5.666666666666667,5.0,7.899999999999999,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,28200.0,7893.68,0.0484637708830548,8.0,,5.75,3.888888888888889,5.0,0.0,7.0
2509,3653,228817448,1984.0,366500.0,1568.0,2.0,2.0,1995.0,750 Westwind Drive,Ellijay,Georgia,30540,34.734813,-84.607741,1568,315000,"Gilmer, GA",2,2.0,1995.0,0.52,214.0,Single Family,1905.8,5/3/22,61.0,False,,"['Tile', 'Laminate']",False,0.0,,4.82 Acres,"['Electric Water Heater', 'Microwave', 'Oven/Range (Combo)', 'Refrigerator']",['None'],Resale,5.666666666666667,4.0,9.166666666666666,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,23808.0,6667.400000000001,0.0544146031746031,4.0,1.0,5.75,3.888888888888889,5.0,0.0,7.0
2510,3654,2065673385,2422.23,388938.0,2496.0,3.0,3.0,2022.0,76 Odessa Court,Ellijay,Georgia,30540,34.641404,-84.580866,2496,649000,"Gilmer, GA",3,2.0,2022.0,0.52,,Single Family,2022.4776,,4.0,False,,,False,0.0,,1.10 Acres,,,,5.666666666666667,4.0,5.466666666666666,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,29066.76,7835.829600000001,0.0327132979969183,,,5.75,3.888888888888889,5.0,0.0,7.0
2511,3655,105259478,1975.0,448000.0,1320.0,2.0,3.0,1987.0,1824 Old Bucktown Road,Ellijay,Georgia,30536,34.62352,-84.284927,1320,550000,"Gilmer, GA",3,2.0,1987.0,0.52,330.0,Single Family,2329.6,8/4/22,21.0,False,,"['Hardwood', 'Wood']",True,0.0,,1.60 Acres,"['Tankless Water Heater', 'Dishwasher', 'Oven/Range (Combo)', 'Refrigerator', 'Stainless Steel Appliance(s)']",['None'],Resale,5.666666666666667,5.0,12.733333333333333,6680.0,62.03591954,11.8031746,30.77444444,1.716666667,15.58117647,47.19545455,1.153333333,3.415384615,0.75,1.901388889,2.662711864,23700.0,7069.6,0.0302370909090909,5.0,1.0,7.0,4.333333333333333,1.0,0.0,2.0
2512,3656,228838622,3562.0,650006.0,1000.0,2.0,2.0,1997.0,942 Granny Branch Drive,Blue Ridge,Georgia,30513,34.814757,-84.384234,800,650000,"Gilmer, GA",2,2.0,1997.0,0.52,269.0,Single Family,3380.0312,7/31/20,6.0,False,,['Hardwood'],False,0.0,True,0.92 Acres,"['Dryer', 'Washer', 'Dishwasher', 'Refrigerator']",['None'],Resale,5.666666666666667,5.0,11.866666666666664,9860.0,63.6247619,18.04375,30.29558824,2.225,15.4627907,60.6825,1.0125,3.147727273,0.5,1.812621359,2.458878505,42744.0,11928.8312,0.0474079519999999,4.0,1.0,5.5,4.5,4.0,0.0,9.0
2513,3657,2066528242,3161.36,564398.76,3420.0,2.0,3.0,2022.0,61 Westwoods Drive,Ellijay,Georgia,30540,34.701022,-84.497868,1500,499900,"Gilmer, GA",3,2.0,2022.0,0.52,161.0,Single Family,2934.873552,,262.0,False,,['Concrete Slab'],True,0.0,,0.70 Acres,"['Refrigerator', 'Range', 'Microwave', 'Dishwasher']",,Under Construction,5.666666666666667,5.0,2.966666666666667,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,37936.32,10522.137552,0.0548393327625525,4.0,,5.75,3.888888888888889,5.0,0.0,7.0
2514,3658,2066626424,2615.8,539090.76,2435.0,3.0,3.0,2021.0,2000 Summit View Drive,Ellijay,Georgia,30540,34.683458,-84.498794,2435,599900,"Gilmer, GA",3,2.0,2021.0,0.52,230.0,Single Family,2803.271952,6/13/22,4.0,False,,"['Wood', 'Tile']",True,0.0,,0.35 Acres,"['Refrigerator', 'Range', 'Microwave', 'Dishwasher']",,,5.666666666666667,4.0,1.9,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,31389.6,9081.191952,0.0371868778929821,4.0,,5.75,3.888888888888889,5.0,0.0,7.0
2515,3659,105266947,2000.0,549494.0,1636.0,2.0,3.0,1996.0,4708 Boardtown Road,Ellijay,Georgia,30540,34.757234,-84.453747,1372,575000,"Gilmer, GA",3,2.0,1996.0,0.52,321.0,Single Family,2857.3688,7/6/22,15.0,False,,['Laminate'],False,0.0,True,11.59 Acres,"['Dishwasher', 'Dryer', 'Microwave', 'Range / Oven', 'Refrigerator', 'Washer']",,,5.666666666666667,5.0,6.666666666666667,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,24000.0,7657.3688,0.0284219673043478,6.0,,5.75,3.888888888888889,5.0,0.0,7.0
2516,3660,105256153,3235.0,605800.0,4250.0,4.0,5.0,2005.0,164 Oakland Court,Ellijay,Georgia,30540,34.69537,-84.504478,2350,575000,"Gilmer, GA",5,3.0,2005.0,0.52,134.0,Single Family,3150.16,6/15/22,12.0,False,['Pool/Spa Combo'],"['Hardwood', 'Carpet']",True,2.0,,0.54 Acres,"['Dishwasher', 'Microwave', 'Oven', 'Refrigerator']",['None'],Resale,5.666666666666667,4.0,2.766666666666667,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,38820.0,10914.16,0.0485318956521739,4.0,1.0,5.75,3.888888888888889,5.0,0.0,7.0
2517,3661,2066821521,2267.52,457133.48,1691.0,2.0,3.0,2022.0,53 Linger Longer Drive,Ellijay,Georgia,30540,34.60801,-84.542858,1691,415000,"Gilmer, GA",3,2.0,2022.0,0.52,272.0,Single Family,2377.094096,,70.0,False,['None'],"['Sustainable', 'Other']",True,2.0,,0.75 Acres,"['Dishwasher', 'Disposal', 'Electric Water Heater', 'ENERGY STAR Qualified Appliances', 'Gas Cooktop', 'Gas Oven', 'Gas Range', 'Microwave']","['Homeowners Assoc', 'Near Schools', 'Near Shopping', 'Restaurant', 'Street Lights']",New Construction,5.666666666666667,4.0,5.466666666666666,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,27210.24,7819.142096,0.0467255371180722,8.0,5.0,5.75,3.888888888888889,5.0,0.0,7.0
2518,3662,2066872599,1691.256,298266.0,961.18,1.98,2.56,1997.39,423 Sapulpa Court,Ellijay,Georgia,30540,34.752886,-84.435854,2994,650000,"Gilmer, GA",5,3.0,2022.0,0.52,,Home Type Unknown,1550.9832,,7.0,False,,,False,0.0,,,,,,5.666666666666667,5.0,6.866666666666667,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,20295.072,5609.997600000001,0.0225924221538461,,,5.75,3.888888888888889,5.0,0.0,7.0
2519,3663,228844500,2131.0,367300.0,1976.0,2.0,3.0,1995.0,543 Creekview Drive,Ellijay,Georgia,30536,34.628637,-84.240266,1976,459000,"Gilmer, GA",3,2.0,1995.0,0.52,186.0,Single Family,1909.96,,759.0,False,,"['Other', 'Hardwood']",False,0.0,,1.52 Acres,"['Dishwasher', 'Range / Oven', 'Refrigerator']",,,5.666666666666667,5.0,15.466666666666669,6680.0,62.03591954,11.8031746,30.77444444,1.716666667,15.58117647,47.19545455,1.153333333,3.415384615,0.75,1.901388889,2.662711864,25572.0,7024.360000000001,0.0404088017429193,3.0,,7.0,4.333333333333333,1.0,0.0,2.0
2520,3664,2067658957,2398.0,545780.4,3164.0,3.0,3.0,1999.0,81 Amy Lane,Ellijay,Georgia,30540,34.655434,-84.537788,2332,550000,"Gilmer, GA",3,3.0,1999.0,0.52,174.0,Single Family,2838.05808,12/3/21,1.0,False,,['Hardwood'],False,0.0,True,0.96 Acres,"['Electric Water Heater', 'Dryer', 'Washer', 'Convection Oven', 'Dishwasher', 'Disposal', 'Ice Maker', 'Microwave', 'Oven/Range (Combo)', 'Refrigerator']","['Clubhouse', 'Gated', 'Lake', 'Park', 'Fitness Center', 'Playground', 'Pool', 'Tennis Court(s)']",Resale,5.666666666666667,5.0,3.766666666666667,16290.0,55.66638452,13.81404959,29.52,1.773333333,15.28469945,47.90869565,1.17027027,3.081132075,0.665625,1.676216216,2.714054054,28776.0,8593.258080000001,0.0366958944,10.0,8.0,5.75,3.888888888888889,5.0,0.0,7.0
2521,3665,105259367,1985.0,332500.0,1550.0,2.0,2.0,2000.0,228 Lucius Road,Cherry Log,Georgia,30522,34.801687,-84.379023,1550,390000,"Gilmer, GA",2,2.0,2000.0,0.52,245.0,Single Family,1729.0,,598.0,False,,"['Wood', 'Carpet', 'Vinyl']",False,0.0,,0.72 Acres,"['Refrigerator', 'Range', 'Microwave', 'Dishwasher']",,,5.666666666666667,5.0,11.366666666666664,970.0,71.51666667,6.916666667,31.46315789,0.0,17.45294118,24.675,1.0,2.666666667,0.4,1.785714286,1.983333333,23820.0,6493.0,0.0444282051282051,4.0,,,,,,
2522,3666,2069336557,2094.0,339691.0,1862.0,3.0,3.0,2004.0,15 Mt Laurel Way #35,Blue Ridge,Georgia,30513,34.697544,-84.26483,1635,429900,"Gilmer, GA",3,2.0,2004.0,0.52,,Single Family,1766.3932,,3.0,False,,,False,0.0,,1.07 Acres,,,,5.666666666666667,5.0,14.166666666666666,9860.0,63.6247619,18.04375,30.29558824,2.225,15.4627907,60.6825,1.0125,3.147727273,0.5,1.812621359,2.458878505,25128.0,6791.993200000001,0.0426517953012328,,,5.5,4.5,4.0,0.0,9.0
